REGISTRO N§;FECHA;HORA;DESCRIPCION (Vehiculo / Moto);DOMINIO;MARCA;MODELO;COLOR;TIPO;CHASIS N§;MOTOR N§;LEVANTADO EN :;AGENTE DE PLAYA QUE RECIBIO;GRUA / CHOFER;INVENTARIO SI/NO;NUMERO DE RECLAMO ;FECHA;HORA;GRUA/CHOFER;ENTREGA AGENTE;NOTAS;CONTROL DE LEGALES;
522;28/10/2015;15:16;AUTO;WNE932;FIAT;REGATA;BORDO;PARTICULAR;;;NICOLAS REPETO 1694;HURTADO;FUENTES;;N§R 471537/15 DOMINIO DELANTERO WNE932 DOMINIO TRASERO B268585;;;;;;;
523;28/10/2015;10:55;AUTO;IUS402;BMW;330 DI;GRIS;PARTICULAR;;;CERVI¥O 4678;APES/CARRILLO;JORGE GENES(SOS);;N§ RECLAMO 01499781/15;;;;;;;
524;03/11/2015;16:11;AUTO;RCG109;FORD;SIERRA;GRIS;PARTICULAR;;;LUGONES Y EMIR MERCADER;PIZARRO;CABRERIZO;;N§RECLAMO 01229037/14;10/03/2016;12:00;LEIVA;CARRILLO;TRASLADO A HERRERA;;
525;04/11/2015;19:26;AUTO;URQ712;S/IDENTIFICAR;S/D;VERDE;PARTICULAR;;;BRASIL 2185;PIZARRO/HURTADO;ORTIGOZA CACTYT;;N§RECLAMO 01015862/15;;;;;;;
526;05/11/2015;16:32;AUTO;BOT720;VW;POLO;GRIS;PARTICULAR;;;BRANSEN 407;PIZARRO/HURTADO;S.O.S AQUINO MAURO;;SOS FTP821;;;;;;;
527;12/11/2015;00:30;AUTO;CBL716;HONDA;CR-V;AZUL;PARTICULAR;;;S/D;BERARDI/BRAGUE;RODRIGUEZ LOPEZ;;N§ RECLAMO 00762738/15;;;;;;;
528;14/11/2015;01:45;AUTO;XCN726;DAIHATSU;CUORE;S/D;PARTICULAR;;;ESTANISLAO ZEBALLOS ENTRE LARCEN Y COCHRANE;BERARDI/LIETS/BRAGUE;VELAZQUEZ;;POR ORDEN DE VICTOR MOLINA;27/06/2016;12:50;RETIRA CON ACARREO DOMINIO GMF951;CARRILLO;RETIRA TITULAR MORTEO ENRIQUE TEODORO CON ACTA DE ENTREGA POR RICCIARDI;;
529;14/11/2015;04:20;AUTO;B471323;AUTO UNION;S/D;S/D;PARTICULAR;;;ESTANISLAO ZEBALLOS ENTRE LARCEN Y COCHRANE;LIETS/BRAGUE;BISSO;;POR ORDEN DE VICTOR MOLINA;;;;;;;
530;14/11/2015;04:30;AUTO;DYT768;RENAULT;19;AZUL;PARTICULAR;;;ESTANISLAO ZEBALLOS ENTRE LARCEN Y COCHRANE;LIETS/BRAGUE;JUAREZ J. (G. LAS HERAS);;POR ORDEN DE VICTOR MOLINA;15/12/2015;13:20;FUNES WKU449;AYESTARAN ;ARRIETA JOSE LUIS (C.L)12965574;;
531;14/11/2015;04:45;AUTO;TWI649;RENAULT;12;AZUL;PARTICULAR;;;ESTANISLAO ZEBALLOS ENTRE LARCEN Y COCHRANE;LIETS/BRAGUE;ACEVEDO R. (G. LAS HERAS);;POR ORDEN DE VICTOR MOLINA;24/11/2015;16:00;A.C.A DVK189d FEDMAN FEDERICO;AYESTARAN/HURTADO;(T) BERSOTTINI RAUL DNI 4053587;;
532;14/11/2015;05:00;AUTO;DQQ184;FORD;ESCORT;ROJO;PARTICULAR;;;ESTANISLAO ZEBALLOS ENTRE LARCEN Y COCHRANE;LIETS/BRAGUE;AGUIRRE (G. LAS HERAS);;POR ORDEN DE VICTOR MOLINA;20/11/2015;19:00;GRUA FQA 102 RETIRA AUTORIZADO OSVALDO VERDICCHIO;HURTADO/PIZARRO;;;
533;17/11/2015;00:50;AUTO;S/D;FIAT;600;ROJO;PARTICULAR;;;HIDALGO 570;LIETS/BRAGUE;JUAREZ J. (G. LAS HERAS);;POR ORDEN DE VICTOR MOLINA;17/03/2016;15:40;MENZEN AGUSTIN 37843975 RETIRA TITULAR;HURTADO;RETIRA TITULAR ;;
534;20/11/2015;10:23;AUTO;HJS186;FIAT;FIORINO;BLANCO;PARTICULAR;;;EMILIO MITRE AL 970;CARRILLO/AYESTARAN;ALBERDI;;N§ DE RECLAMO 00179015/15;;;;;;;
535;20/11/2015;11:15;AUTO;BJL702;RENAULT;NEVADA;GRIS;PARTICULAR;;;SAN JUAN 1350;CARILLO/AYESTARAN;ALBERDI;;N§ DE RECLAMO 01499639/15;;;;;;;
536;21/11/2015;10:20;AUTO;ENF790;SUZUKI;FUN;GRIS;PARTICULAR;;;CABRERA 5957;AMADEO/GARCIA TU¥ON;BARROCA  NTN845;;N§DE RECLAMO 00161039/15;;;;;;;
537;25/11/2015;00:00;AUTO;SMQ916;CITROEN ;AX;ROJO;PARTICULAR;;;VUELTA DE OBLIGADO 2948;CARRILLO/APES;TAPIA;;N§ 010667744/14;05/05/2016;09:00;MAIDANA;CARRILLO;TRASLADO A HERRERA;;
538;02/12/2015;18:18;AUTO;AHS947;FORD;EXPLORER;AZUL;PARTICULAR;;;MENDOZA Y SABALIA;PIZARRO/HURTADO;VERDI MARTIN (S.O.S);;S.O.S;;;;;;;
539;02/12/2015;20:28;AUTO;RCH446;FORD;GALAXY;NEGRO;PARTICULAR;;;VERBI MARTIN SOS;PIZARRO/HURTADO;VERDI MARTIN (S.O.S);;S.O.S;;;;;;;
540;05/12/2015;21:00;AUTO;S/D;S/D;S/D;S/D;PARTICULAR;;;AV LARRAZABAL 2501;GRACIANO;ORTIZ ;;POR ORDEN DE LEANDRO RICCIARDI;21/12/2015;12:30;GRECO;CARRILLO/PLATAS/APES;TRASLADO A HERRERA;;
541;11/12/2015;16:30;AUTO;CUI129;FIAT;UNO;ROJO;PARTICULAR;;;TRES DE FEBRERO Y BLANCO ENCALADA;PIZARRO;CABRERIZO;;N§RECLAMO 01289035/15;;;;;;;
542;18/12/2015;10:30;AUTO;WVE328;FIAT;DUNA;GRIS;PARTICULAR;;;BELAUSTEGUI 1232;APES/PLATAS;DOMINGUEZ;;N§:01997318/15;;;;;;;
543;18/12/2015;12:30;AUTO;CKV509;HYUNDAI;ACCENT;GRIS;PARTICULAR;;;BELAUSTEGUI 1200;APES/PLATAS;TAPIA;;RECLAMO NRO. 00358773/15;;;;;;;
544;28/12/2015;13:30;AUTO;ASB622;PEUGEOT;405;NEGRO;PARTICULAR;;;SENILLOSA 76;AYESTARAN/APES;AQUINO MAURO (S.O.S);;N§ RECLAMO 00466204/15;03/05/2016;16:00;CARRERA;HURTADO;TRASLADO A HERRERA;;
545;28/12/2015;21:20;AUTO;WPN186;JEEP;S/D;NEGRO;PARTICULAR;;;LAVALLE 3009;LIETS;GUGLIELMO;;POR ORDEN DE LEANDRO RICCIARDI;16/02/2016;13:20;;APES;AUTORIZADO POR GERENCIA OPERATIVA;;
546;07/01/2016;21:00;AUTO;S/D;TOYOTA;HILUX;NEGRO;PARTICULAR;;;MADERO 300;BERARDI;LIRIA;;N¦ DE RECLAMO 1983232/15;12/02/2016;17:30;ESTEFANO CACTYT;PIZARRO;TRASLADO A HERRERA;;
547;12/01/2016;12:00;AUTO;S/PLACA;GMC;CHEVETTE;NEGRO;PARTICULAR;;;J.NEWBERY Y WARNES;APES/CARRILLO/PLATAS;JUAREZ JULIO(S.O.S);;N§ RECLAMO 5394/16;29/01/2016;18:30;MARCELO SILVEIRA EDUARDO(T)93974572 GRUA WFD203;;;;
548;14/01/2016;13:00;AUTO;ARS742;PEUGEOT;504;NEGRO;PARTICULAR;;;NAZCA 2500;CARRILLO/PLATAS/APES;DE PAOLA;;N¦RECLAMO 537187/15;26/05/2016;17:25;ORTELLI;DISANZO;TRASLADO A HERRERA;;
549;14/01/2016;22:35;AUTO;S/D;FIAT;SIENA;TAXI;PARTICULAR;;;GAVILAN E/NEUQUEN Y FRANKLIN;BERARDI/LIETS;TEDESCO;;N§RECLAMO 00999533/15;22/04/2016;11:00;LEYVA;CARRILLO;TRASLADO A HERRERA;;
550;14/01/2016;13:10;AUTO;S/D;S/D;S/D;QUEMADO;COLECTIVO0;;;SEGUROLA 1000;AYESTARAN;(R.S.M)REYNOSO WALTER OBZ449;;N¦ DE RECLAMO 1953543/15;;;;;;;
551;18/01/2016;17:20;AUTO;BOM267;VW;QUANTUM;BORDO;PARTICULAR;;;NUEVA YORK 4000;PIZARRO;CABRERIZO;;N¦ DE RECLAMO 00065728/16;18/06/2016;17:00;MEZA DIEGO DAMIAN (T) 32471483 GRUA SOS JLU 923;LIETS;RETIRA TITULAR;;
552;19/01/2016;00:40;AUTO;BNK267;RENAULT;19;GRIS;PARTICULAR;;;KRAMER 1550;BRAGUE;TEDESCO;;N§ DE RECLAMO: 319430/15;06/06/2016;17:20;STREJEBICH;PIZARRO;TRASLADO A HERRERA;;
553;25/01/2016;10:20;AUTO;RJK842;PEUGEOT;504;NEGRO-AMARILLO;TAXI;;;RAVIGNANI 1629;CARRILLO/APES/PLATAS;DE PAOLA;;N§ DE RECLAMO:591914-14DR;;;;;;;
554;25/01/2016;15:13;AUTO;BQB833;RENAULT;19;GRIS;PARTICULAR;;;SCALABRINI ORTIZ Y CERVI¥O;PIZARRO/HURTADO;RODRIGUEZ FABIAN;;N§ DE RECLAMO: 00099452/16. POR ORDEN DE LEANDRO RICCIARDI;;;;;;;
555;26/01/2016;00:06;AUTO;S/D;FIAT;1500;BLANCO;PARTICULAR;;;BENITO JUAREZ 2505;BERARDI/LIETS/BRAGUE;TEDESCO;;N§ DE RECLAMO 00565440/11;12/02/2016;18:45;ESTEFANO CACTYT;PIZARRO;TRASLADO A HERRERA;;
556;26/01/2016;11:40;AUTO;BQG833;DAEWOO;DAMAS;BLANCO;PARTICULAR;;;BAIGORRIA 3283;CARRILLO/APES/PLATAS;MAIDANA;;N§ DE RECLAMO: 00611737/14;;;;;;;
557;26/01/2016;11:50;AUTO;C1030114;FORD;TAUNUS;MARRON;PARTICULAR;;;DR.ROMULO RAMON NAON 2714;CARRILLO/APES/PLATAS;SANTOLLI;;N§RECLAMO 591914/14;;;;;;;
558;26/01/2016;17:00;AUTO;WAF307;FORD;FALCON;BORDO;PARTICULAR;;;SAN PEDRITO 190;PIZARRO/HURTADO;MONTA¥O;;N§RECLAMO 1371643/13;;;;;;;
559;26/01/2016;20:30;AUTO;C1099867;FIAT;125;BLANCO;PARTICULAR;;;HOLMERG 2975;PIZARRO/HURTADO;LIRIA;;N§RECLAMO 00116194/16;19/08/2016;"12;43";COMPAC EN PLAYA;MORENO PAOLA;COMPAC EN PLAYA;;
560;27/01/2016;00:35;AUTO;S/D;CITROEN ;C4;OXIDADO;PARTICULAR;;;OLAZABAL Y HOLMERG;LIETS/BERARDI/BRAGUE;TEDESCO;;N§ RECLAMO 01865337/15;12/02/2016;18:00;ESTEFANO CACTYT;PIZARRO;TRASLADO A HERRERA;;
561;28/01/2016;00:25;AUTO;S/D;VW;S/D;OXIDADO;PARTICULAR;;;LARRAZABAL 3100;LIETS/BRAGUE/BERARDI;TEDESCO;;  N§ RECLAMO 00223313/15;11/02/2016;16:30;ESTEFANO CACTYT;PIZARRO;TRASLADO A HERRERA;;
562;28/01/2016;19:38;AUTO;XIP107;RANAULT ;TRAFFIC;BLANCO;PARTICULAR;;;HONDURAS Y GASCON;PIZARRO/HURTADO;AQUINO MAURO (S.O.S);;N§RECLAMO 01987928/15;;;;;;;
563;29/01/2016;03:15;AUTO;DIH461;CHRYSLER;CARAVAN;CREMA;PARTICULAR;;;ROMULO NAON 2700;BERARDI/LIETS/BRAGUE;YOLLI;;N§RECLAMO 00756012/14;04/05/2016;12:12;MAIDANA;CARRILLO;TRASLADO A HERRERA;;
564;29/01/2016;10:30;AUTO;TEY810;DACIA;1410;GRIS;PARTICULAR;;;BATALLA DE PARI 720;CARRILLO/PLATAS;ORTEGA;;N§ RECLAMO 01388169/14;;;;;;;
565;30/01/2016;02:53;AUTO;S/D;VW;SENDA;BORDO;PARTICULAR;;;JOSE MARMOL 1300;LIETS/BERARDI/BRAGUE;SANCHEZ;;N§RECLAMO: 00964257/15;04/05/2016;16:45;RETAMOSO;APES;TRASLADO A HERRERA;;
566;30/01/2016;17:23;AUTO;EQU139;VW;GOL;GRIS;PARTICULAR;;;BILLINGHURST 2481;GARCIA TU¥ON ANA/AMADEO;CAVALLO DIEGO CACTYT;;N§RECLAMO: 440910/15;;;;;;;
567;31/01/2016;11:53;AUTO;SIB617;FORD;SIERRA;ROJO;PARTICULAR;;;ANCHORENA 690;AMADEO /GARCIA TU¥ON;BASCONCELIO CACTYT;;N§RECLAMO:1428652/14 (DUPLICADO DOMINIO);03/05/2016;17:55;ORTALLI;HURTADO;TRASLADO A HERRERA;;
568;31/01/2016;13:30;AUTO;AKS175;FIAT ;DUNA;NEGRO;PARTICULAR;;;JEAN JAURES 1042;AMADEO /GARCIA TU¥ON;BASCONCELIO CACTYT;;N§RECLAMO:154023/15;;;;;;;
569;31/01/2016;18:06;AUTO;S/D;FORD;FOCUS;NEGRO;PARTICULAR;;;PE¥A 3057;GARCIA TU¥ON /AMADEO;LIMAROTI CACTYT;;N§RECLAMO:210616/15;12/02/2016;17:02;ESTEFANO CACTYT;PIZARRO;TRASLADO A HERRERA;;
570;31/01/2016;18:53;AUTO;S/D;VW;TIGUAN;NEGRO;PARTICULAR;;;GELLY Y OBES 2211;GARCIA TU¥ON/AMADEO;BASCONCELIO CACTYT;;N§RECLAMO:1296700/15;11/02/2016;18:20;ESTEFANO CACTYT;PIZARRO;TRASLADO A HERRERA;;
571;01/02/2016;10:05;AUTO;WII420;FORD ;FALCON;NEGRO;PARTICULAR;;;LACARRA 2100;CARRILLO/PLATAS;SANTOLLI;;N§ RECLAMO: 0115145/16;;;;;;;
572;03/02/2016;00:40;AUTO;S/D;RENAULT;KANGOO;AZUL;PARTICULAR;;;VARELA Y AV. CRUZ;BERARDI/LIETS/BRAGUE;VELAZQUEZ;;N§ RECLAMO: 00116340/16;11/02/2016;17:35;ESTEFANO CACTYT;PIZARRO;TRASLADO A HERRERA;;
573;03/02/2016;18:43;AUTO;TBE507;FIAT;147;VERDE;PARTICULAR;;;BELGRANO 2881;PIZARRO;LIRIA FEDERICOQ;;N§RECLAMO: 00505019/15;;;;;;;
574;05/02/2016;11:15;AUTO;BND179;RENAULT;NEVADA;BORDO;PARTICULAR;;;NICARAGUA 5900;CARRILLO/PLATAS;GRECO;;N§ RECLAMO:00664449/14;06/06/2016;16:00;STREJEBICH;PIZARRO;TRASLADO A HERRERA;;
575;06/02/2015;01:30;AUTO;S/D;FORD;ECOSPORT;OXIDADO;PARTICULAR;;;AV. BELGRANO 3565;BERARDI/LIETS/BRAGUE;TEDESCO;;N§ RECLAMO 0190465/16;21/04/2016;10:00;LEYVA;PLATAS;TRASLADO A HERRERA;;
576;11/02/2016;04:40;AUTO;ACU182;RENAULT;9;GRIS;PARTICULAR;;;ARGA¥ARAZ 65;BRAGUE;PELOZO;;N§ RECLAMO: 01021364/14;04/05/2016;12:30;ORTEGA;CARRILLO;TRASLADO A HERRERA;;
577;11/02/2016;21:15;AUTO;TMZ567;DODGE;SHADOW;AZUL;PARTICULAR;;;GASCON 1535;LIETS;AQUINO MAURO (S.O.S);;N§ RECLAMO 467631/15 - 564575/15;;;;;;;
578;12/02/2016;05:00;AUTO;S/D;PEUGEOT;404;OXIDADO;PARTICULAR;;;HOMERO 1580;BERARDI/BRAGUE;RODRIGUEZ LOPEZ;;N§RECLAMO: 00164057/16;30/03/2016;12:51;LEYVA;CARRILLO;TRASLADO A HERRERA;;
579;15/02/2016;19:00;AUTO;VTK008;VW;GASEL;NEGRO;PARTICULAR;;;CARRANZA 1535(TRASLADO P.SARMIENTO);PIZARRO;ORTIGOZA;;N§RECLAMO: 1854138/15;06/06/2016;16:00;MANGO;PIZARRO;TRASLADO A HERRERA;;
580;17/02/2016;01:00;AUTO;DQD286;FIAT ;SIENA;NEGRO;PARTICULAR;;;ALFREDO BUFANO 1000;BERARDI/BRAGUE;TEDESCO;; ;05/05/2016;09:30;LEYVA;CARRILLO;TRASLADO A HERRERA;;
581;18/02/2016;20:03;AUTO;TPE550;VW;GACEL;BLANCO;PARTICULAR;;;COMODORO RAMIREZ 5624;PIZARRO;MAURO AQUINO (S.O.S);;NøRECLAMO 01354683/14;04/05/2016;15:40;ESTEFANO;APES;TRASLADO A HERRERA;;
582;20/02/2016;01:37;AUTO;S/D;RENAULT;CLIO;GRIS;PARTICULAR;;;FITZ ROY 2316;BRAGUE;TEDESCO;;NøRECLAMO 00201979/15;04/05/2016;16:30;JOSE MARTINEZ;APES;TRASLADO A HERRERA;;
583;20/02/2016;16:26;AUTO;CYA299;VW;POLO;BLANCO;PARTICULAR;;;SANCHEZ DE BUSTAMATE;AMADEO/TU¥ON;ALAMINO;;NøRECLAMO 00385568/15;04/05/2016;15:00;MARTINEZ;APES;TRASLADO A HERRERA;;
584;20/02/2016;21:00;AUTO;S/D;FORD;TAUNUS;VERDE OLIVA;PARTICULAR;;;SOLER 3200;FONDO;MENDOZA;;NøRECLAMO 0442619/15  ****1706487/15 ;;;;;;;
585;21/02/2016;11:20;AUTO;VKV666;RENAUL;12;;PARTICULAR;;;LAPRIDA 1916;AMADEO;ALAMINO;;Nø349930/15;26/05/2016;16:33;RETAMOSO;HURTADO;TRASLADO A HERRERA;;
586;21/02/2016;11:34;AUTO;SPN963;FIAT ;REGATTA;;PARTICULAR;;;CORDOBA 2625;AMADEO/TU¥ON;BARROCA;;Nø RECLAMO 1873373/15;;;;;;;
587;21/02/20106;13:12;AUTO;AUK449;SUZUKI;BALENO;;PARTICULAR;;;LAPRIDA 1477;AMADEO/TU¥ON;BARROCA;;Nø RECLAMO 170209/15;;;;;;;
588;23/02/2016;17:59;AUTO;TQO506;RENAULT;18;VERDE;PARTICULAR;;;NU¥EZ 2751;PIZZARRO;ORTIGOZA;;NøRECLAMO 01781035/15;03/05/2016;16:34;ORTALLI;HURTADO;TRASLADO A HERRERA;;
589;24/02/2016;00:15;AUTO;TGB426;VW;GOL;ROJO;PARTICULAR;;;TARIJA 4107;LIETS;TEDESCO;;NøRECLAMO00065805/16;;;;;;;
590;24/02/2016;01:40;AUTO;BOJ104;PEUGEOT;504;NEGRO;PARTICULAR;;;S.D.LORIA;LIETS;TEDESCO;; NøRECLAMO:664413/15;22/06/2016;17:00;SERGIO GOROSITO(T)30762992  GRUA (HYM504);PIZARRO;RETIRA TITULAR;;
591;26/02/2016;09:00;AUTO;DTG752;PEUGEOT;BOXER;BLANCA;PARTICULAR;;;ANDONAEGUI 2167;CARRILLO/PLATAS/APES;PRIVADA DE ESPACIO PUBLICO;;S/D;26/09/2016;11:10;RETIRA VERDILE DANIEL OSCAR(T) 20695798 / ACARREO ADI182 ;CARRILLO;RETIRA TITULAR VERDILE DANIEL OSCAR (T) 20695798;;
592;27/02/2016;11:40;AUTO;DDP556;CHRYSLER;CARAVAN;BLANCA;PARTICULAR;;;UGARTE 1515;ACQUACALDA DANIEL;ALAMINO;;NøRECLAMO: 418223/15;05/05/2016;15:30;ESTEFANO;APES;TRASLADO A HERRERA;;
593;28/02/2016;12:05;AUTO;RJC939;HONDA;ACCORD;NEGRO;PARTICULAR;;;GALILEO 2433;TU¥ON;BARROCA;SI;N DE RECLAMO:1919717/15;;;;;;;
594;02/03/2016;01:00;AUTO;WDZ716;PEUGEOT;504;CREMA;PARTICULAR;;;LAS CASAS 3867;BRAGUE;TEDESCO;SI;0052113/15;;;;;;;
595;04/03/016;16:17;AUTO;ENG210;VW;GOL;ROJO;PARTICULAR;;;USPALLATA Y BOLIVAR;HURTADO;LEIVA;SI;00440831/15;03/05/2016;15:43;TOLEDO;HURTADO;TRASLADO A HERRERA;;
596;05/03/2016;03:35;AUTO;SKX442;BMW;318 IS;GRIS;PARTICULAR;;;GURRUCHAGA 2254;BRAGUE;TEDESCO;SI;00130308/15;05/05/2016;16:00;ORTALLI;APES;TRASLADO A HERRERA;;
597;05/03/2016;17:12;AUTO;S/PLACA;S/D;S/D;S/D;PARTICULAR;;;S/D;AMADEO TU¥ON;VASCON CELIO;SI;;09/03/2016;13:00;LEYVA;CARRILLO;;;
598;05/03/2016;18:25;AUTO;S/PLACA;FORD;SIERRA;BLANCO;PARTICULAR;;;MARTIN RODRIGUEZ 300;TU¥ON;VASCONCELLO;SI;00429623/15;20/04/2016;09:30;LEYVA;CARRILLO;TRASLADO A HERRERA;;
599;06/03/2016;08:18;AUTO;S/PLACA;HONDA;;BORDO;PARTICULAR;;;ILEGIBLE 1050;ACQUACALDA;ALAMINO;SI;;21/04/2016;09:45;LEYVA;CARRILLO;TRASLADO A HERRERA;;
600;06/03/2016;11:15;AUTO;S/PLACA;FIAT ;147;;PARTICULAR;;;S/D;ACQUACALDA;ALAMINO;SI;S/D;09/03/2016;13:00;LEYVA;PLATAS;;;
601;06/03/2016;13:00;AUTO;S/PLACA;VW;S/D;OXIDO;PARTICULAR;;;MARTIN RODRIGUEZ 250;TU¥ON;VASCONCELO;SI;00429623/15;20/04/2016;10:15;BINETTI  ;CARRILLO;TRASLADO A HERRERA;;
602;12/03/2016;13:40;AUTO;VAQ292;PEUGEOT;505;NEGRO;PARTICULAR;;;PRINGLES 499;LIETS;BARROCA;SI;;19/08/2016;14:50;COMPAC EN PLAYA;PIZARRO;COMPAC EN PLAYA;;
603;16/03/2016;06:55;AUTO;BXO332;PEUGEOT;205;VERDE;PARTICULAR;;;GORRITI Y SALGUERO;PLATAS;BISSO;SI;011611714/14;04/05/2016;14:40;LUIS RETAMOSO;APES;TRASLADO A HERRERA;;
604;16/03/2016;13:45;AUTO;VCL775;VW;GOL;NEGRO;PARTICULAR;;;CESAR DIAZ 2301;CARRILLO;CARUZO;SI;0142392/14;06/06/2016;17:00;LUIS RETAMOSO;PIZARRO;TRASLADO A HERRERA;;
605;19/03/2016;21:58;AUTO;WLE607;S/D;S/D;;PARTICULAR;;;PEDRO OLIVERA Y AZOP.;GRACIANO;ORTIZ;SI;00378569/15;;;;;;;
606;22/03/2016;10:50;AUTO;ALU897;FORD;FIESTA;BORDO;PARTICULAR;;;FIGUEROA A. Y CAVIA;PLATAS;DOMINGUEZ;SI;00095884/16;07/03/2016;10:17;DE PAOLA;PLATAS;TRASLADO A HERRERA;;
607;24/03/2016;15:15;AUTO;S/PLACA;RENAULT;FUEGO;;PARTICULAR;;;;AMADEO;;SI;00469195/15;30/03/2016;12:21;CARRILLO;LEYVA;TRASLADO A HERRERA;;
608;29/03/2016;00:35;AUTO;UGE720;FIAT;147;BLANCO;PARTICULAR;;;MONROE 5012;BRAGUE;BISSO;SI;00374127/16;06/06/2016;16:18;RETAMOSO;PIZARRO;TRASLADO A HERRERA;;
609;02/04/2016;16:08;AUTO;BJA650;FORD;ESCORT;GRIS;PARTICULAR;;;CATAMARCA764;;ALAMINO;SI;8329816;;;;;;;
610;03/04/2016;13:40;AUTO;WGQ380;FORD;FALCON;BORDO;PARTICULAR;;;CATAMARCA778;;BARROCA;SI;0006837/16;19/08/2016;14:40;COMPAC EN PLAYA;PIZARRO;COMPAC EN PLAYA;;
611;05/04/2016;16:15;AUTO;AUA198;SUZUKI;BALENO;BLANCO;PARTICULAR;;;BANNES 1960;HURTADO;VEROI MARTIN(SOS);SI;1862816/15;;;;;;;
612;05/04/2016;16:15;AUTO;RYP221;PEUGEOT;505;BORDO;PARTICULAR;;;BAUNES1968;PAZARRO;AQUINO MAURO (S.O.S);SI;1862807/15 1892463/15;;;;;;;
613;06/04/2016;01:25;AUTO;BHL151;RENAULT;LAGUNA;GRIS;PARTICULAR;;;URIARTE Y PSJE SORIA;BRAGUE;VELAZQUEZ;SI;00530960/15;19/08/2016;12:37;COMPAC EN PLAYA;RODRIGUEZ;COMPAC EN PLAYA;;
614;06/04/2016;15:57;AUTO;VZL217;FORD;FARLINE;CELESTE;PARTICULAR;;;MIRAYA 2193;PAZARRO;ESTEFANO;SI;01447683/13;19/08/2016;15:05;COMPAC EN PLAYA;PIZARRO;COMPAC EN PLAYA;;
615;06/04/2016;16:50;AUTO;TUB536;RENAULT;18;ROJO;PARTICULAR;;;COCHABAMBA2292;PIZARRO;MARTINEZ;SI;00181560/16;19/08/2016;14:05;COMPAC EN PLAYA;HURTADO;COMPAC EN PLAYA;;
616;06/04/2016;17:30;AUTO;S/PLACA;FORD;ESCORT;GRIS;PARTICULAR;;;MADERO 376;HURTADO;LENTINO;SI;01902475/15;21/04/2016;09:00;BINETTI  ;CARRILLO;TRASLADO A HERRERA;;
617;06/04/2016;22:45;AUTO;S/PLACA;FIAT;REGATTA;BCO;PARTICULAR;;;SARAVIA2335;CALDERON;TEDESCO;SI;00267056/16;21/04/2016;09:15;LEYVA;PLATAS;TRASLADO A HERRERA;;
618;06/04/2016;23:00;AUTO;S/PLACA;FORD;SIERRA;VERDE;PARTICULAR;;;MU¥ECAS841;BERARDI;SERVI;SI;00358904/16;21/04/2016;09:30;BINETTI  ;APES;TRASLADO A HERRERA;;
619;06/04/2016;23:30;AUTO;TOS259;VW;GACEL;;PARTICULAR;;;SUPERI 1164;BERARDI;BISSO;SI;01201273/14;;;;;;;
620;08/04/2016;00:50;AUTO;S/PLACA;FIAT;147;BCO;PARTICULAR;;;T.GORDILLO 2600;CALDERON;VELAZQUEZ;SI;PENDIENTE;20/04/2016;17:00;RETAMOSO;PIZARRO;TRASLADO A HERRERA;;
621;08/04/2016;02:30;AUTO;S/PLACA;RENAUL;12;INCENDIADO;PARTICULAR;;;MARCO SASTRE Y BARRAGAN;CALDERON;VELAZQUEZ;SI;0123504/15;20/04/2016;11:30;CARRILLO;LEYVA;TRASLADO A HERRERA;;
622;09/04/2016;01:30;AUTO;VKW011;FORD;FARLINE;CELESTE;PARTICULAR;;;MENDOZA 5580;BRAGUE;VELAZQUEZ;SI;PENDIENTE;19/08/2016;14:55;COMPAC EN PLAYA;PIZARRO;COMPAC EN PLAYA;;
623;11/04/2016;14:30;AUTO;S/PLACA;HYUNDAI;S/D;BORDO;PARTICULAR;;;VILLA 31;APES;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;21/04/2016;10:15;APES;BINETTI;TRASLADO A HERRERA;;
624;11/04/2016;14:30;AUTO;S/PLACA;S/D;S/D;OXIDADO;PARTICULAR;;;VILLA 31;APES;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;21/04/2016;10:30;CARRILLO;LEYVA;TRASLADO A HERRERA;;
625;11/04/2016;14:30;AUTO;S/PLACA;VW;GOL;GRIS;PARTICULAR;;;VILLA31;APES;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;22/04/2016;10:30;LEYVA;CARRILLO;TRASLADO A HERRERA;;
626;11/04/2016;14:30;AUTO;S/PLACA;FIAT ;S/D;NARANJA;PARTICULAR;;;VILLA 31;APES;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;21/04/2016;10:45;PLATAS;LEYVA;TRASLADO A HERRERA;;
627;11/04/2016;14:30;AUTO;S/PLACA;PEUGEOT;505;VERDE;PARTICULAR;;;VILLA31;PIZARRO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;21/04/2016;11:00;APES;LEYVA;TRASLADO A HERRERA;;
628;11/04/2016;14:30;AUTO;S/PLACA;S/D;S/D;CHATARRA;PARTICULAR;;;VILLA31;PIZARRO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;21/04/2016;11:15;CARRILLO;BINETTI;TRASLADO A HERRERA;;
629;11/04/2016;14:30;AUTO;S/PLACA;S/D;S/D;AZUL;PARTICULAR;;;VILLA31;PIZARRO;GRUAS  PAOLINI;SI;OPERATIVO ORDEN DE RICHIARDI;20/04/2016;11:15;PLATAS;LEYVA;TRASLADO A HERRERA;;
